content,score
Monton sedang tidak sehat,1
game rusak dark sistem mulu,1
Gem ini Ter lalu banyak ranmnya kurangin lah muntun data dalam ya itulo,1
Great Game,5
"Game rusak, mau top up aja susah padahal pulsanya lebih(udah termasuk pajak, malah melebihi dari pajaknya) malah dikata ga cukup",1
Apasi moontonn anjg kasih tim tolol semua moontonn anjg,1
Bagus,5
Keren,5
gamenya seru bnget sumpah,5
Asu dikasih tim yg jelek mulu. Asu²,1
keluhan di game ini cuman 1 tolong pembagian team di sesuaikan biar seimbang gua sebagai player solo ngerasa gak adil team gua selalu dapat yang tolol lawannya kayak pro player mohon langsung di perbaiki sistem pembagian team nya,1
Rando. Llm,4
Kerenn,1
Game ini sangat seru!,5
Iklan terus,1
Dipopulerkan,5
Baik,1
Pantes Gamenya Gak Laku Pemainnya Aja Di Kasih Dark System Gimana Mau Laku Heran Gw Sama Pembuat Game Nya Yang Cuman Modal Kasih Tim Kagak Jelas Sedangkan Musuhnya Apa Jago Semua Pikir Pikir Lah Kalo Buat Game Giliran Yang Jago Di Kasih Win Strike Hehh,1
Match nya sering gak seimbang,1
Seru bngt,5
Monton sebentar lagi banyak player pensi makasih monton sudah menjadi game ku dari 2017 sampai sekarang dan sekarang sesason terakhir ku main ml tq monton sudah menghibur dari 2017 sampai sekarang :),5
Game makin ke sini makin bikin stres,5
Keren,5
Keren,5
Saya muakkkk sekaliii montonn,2
Game semakin kesini semakin gg,5
"APASIH MONTON, ORANG SOLO DAPET TIM TRIO MLU MENDING KALAU JAGO,, UDAH 1 MNGGU LOSETREK KARENA TIM KAYAK GTUUU TROSSS",1
Kenapa saya tidak bisa picit hadiah saya dan yang lain tolong diperbaiki,1
Moonton Ilangin Dark System Lh,1
"Untuk moonton, apa susahnya sih memberi lawan yang seimbang?, saya sering mendapat lawan yang seimbang dan kesulitan menaikan rank karena musuh yang tidak seimbang",1
The best game,5
Seru banget ini game,5
"Kenapa sih dikit dikit update Mulu lu mah GK mikir kalo update itu lama. Udh pilih kasih lagi, sekarang moonton GK adil ngasih tim kayak sampah, kenapa sih kalo udh mau menang malah kena epic comback cape tau mainnya udh serius eh malah epic comback cape tau cape",1
"Game Nya Bagus Tapi Penempatan Tim Harus Sesuai, Dan Jangan Update Melulu Bikin Full Memory Tapi Dapat Tim Gak Sesuai",5
Mantap,5
Harap lebih baik lagi,5
cok ko iki,1
💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎,5
Game nya sangat bagus tapi kalo dapet tim lolot kek apa jadinya,5
Keren,5
Gw cuman mau komen,1
Bagus kali,5
Pengen si main ml tapi ram gua cuma 2🙃,4
"thanks montoon yang udah bikin banyak even bagus dan murah, btw bisa lah gift 10.000 diamond, kan aku sering top up juga hehe, itu aja sih thank you montoon",5
Ok,4
ok,4
Chawnima ni anak macam lanchiao aaa,5
Moonton tolong lah kasih saya musuh yang mudah masa fulll losetreak,2
Senang,4
Udh bisa login ko:),4
Bagus,4
"Game yang paling seru yang pernah saya mainkan,,,terus di tingkatkan",5
Ya gtu lah berdasarkan sinyal terkadang sm player lain nya juga kya T41,3
Ok,3
Gg gaming,5
Tolong nonton kasih yang adil. Dan perbaiki bug,4
bagus hehe :D,4
Game nya sih bagus tapi hp saya geleg tapi tetep kukasi bintang 5,5
"Gila ini game bnr² ga mikirin nasib solo rank krn matchmaking yg smakin gk jls,masa main 8 kali menang cuma 2x doang ngabisin wkt doang cuih,susah skrg nyari winstreak gk kyk dl awal² sesion,udh gitu koneksi makin parah,developer udh gk ngurusin keluhan,,kayaknya bentar lg BANGKRUT ini game,krn di tinggal smua player nya",1
"Game gk jelas masa di kasih tim beban mulu, main classic padahal gw rank mitik malah di kasih tim, gm gk jelas",1
Pinjam dulu seratus slebew,4
Monyet,1
"Moonton tolong bnerin sistemnya udah cape eh mlah dapet dark sistem, udah mah dapat dark sistem terus main lagi klah lagi dark sistem lagi lama² hp sisa suaranya aja. Mohon di perbaiki",3
Bang knp gua selalu kena dark sistem,5
Sangat menyenangkan,3
"Game nya bagus,tapi susah bet ngestack mulu di epick",5
"Oke.....,.,..............,.",5
Gemenya bagus,5
Game jelek ini kasih musuh aja gk adil woi👎,1
Sanggat puas,5
Tim nya gak asik tim dajal,2
menyenangkan,5
Mantap,5
Moonton gak jelas!,5
bagussss sekali,5
Gangguan wae,4
Game favorit semua masyarakat,5
"Ada apa dgn moonton?, gua rasa makin kesini, makin susah main solo, kalou misalkan musuh keras timnya waras it's oke kita main skil+otak, tapi ini apa Cok, gua lost 10 bintang di mythic gara-gara di kasih tim kaya bot, draf asal-asalan, pas main gak tau makro, mau war asal atack, pas rotasi gak liat map, apa gua gak dibolehin glory?, apa emang gua harus pensi?, dah lah pusing gua!..",2
Nice game,5
Okok,5
good,5
"Semenjak ml di update bug semakin banyak, dan unduhan data ml tak kunjung selesai sudah berhari hari. Saya mengunduh data mengunakan wifi dan jika ke apk lain lancar namun kepada ml sangat lah buruk. Data ml yang di download selalu terulang kembali tidak selesai selesai, saya bingung mengatasi nya",2
Oke lah kalau begitu,5
Mobile Legends..... Kiara,5
"Ngasih team yg bener,ngasih musuh juga yang bener (jangan manggil gw dear Hero moonton)",1
Tengkiu sudah menghibur,5
Bolohe welik welik,1
untuk moonton yang baik.. Hp saya ke restard dan saya g bisa balik ke akun ku semula Jadi tolong untuk di kembalikan Nick: Bot Sok keras Trimakasih,5
Good game,5
"Bagus bgt , udah sih gt aja jelas,padat,cepat kalian wajib DONLOWAD sihh.",5
Kenapa di saat saya mawn selalu jar merah padahal jaringan di tempat saya stabil tolong lah jangan di persulit. Lagi enak2 nyah maen malah patah2 . Tolong lah perbaiki,3
Game tai,1
Game nya bagus,5
Game burik,1
Eeeeeeeee mantab,5
Tolong bagi tim moonton untuk perbaiki sistem sinyal,1
"Baru Grandmaster Aja Ngasihnya Musuh Yang Sulit Sehingga Gagak Ke Epic Malah Turun Ke Grandmaster 2? Kenapa Sih? Saya Itu Kalo Setiap Main Rank Pasti... Aja Kalah Dan Timnya Juga Gak Kompak Dan Gak Nge-push Lane, Juga Musuhnya Sering Mengeroyokin Mulu Setiap Tim Ada Yang Nge-push Lane, Bisa Gak Sih? Ngasih Tim Yang Kompak Bermain Dan Juga Jago? Padahal Baru Grandmaster? Aneh? Moonton Menciptakan Permainan Yang Tidak Adil Seperti MOBILE LEGEND Ini, RANK! Ngasih Musuh Yang Kuat Dan Kompak Aja!!!",1
Tolong ya kalo mau update setiap player harus dikasih diamond gratis 1000-2000 dm,5
Nice,5
"Game yang sangat seru, sehingga membuat saya setres, dikasih losetrek 15 game berturut turut, saya sudah beribu ribu match dipasangkan sama player yang baru 30an match, wahhh sangat menyenangkan, bolehkah saya ketemu adminnya, pengen saya ijek ijek lehernya dengan bergembira",5
Raja carry,5
Uninstall beratttt ngeri kali mobile legend sekrg makin besar muatannya,1
Mantappp,5
Geme nya sanagat seru untuk di main kan,5
good,5
Game nya seru,5
"2016 coba donwload, sampe 2023 masih main. the best mlbb",5
Bagus baget🖕eh salah🤍👍,5
Agak ngelag,3
Pengalaman yang seru dapat bermail Mobile Legends Bang Bang,5
"Kenapa ya sekarang ga bisa offline, padahal kalau lagi gabut atau ga punya kuota terus kepengen maen ml bisa offline, tapi sekarang gabisa setelah di perbarui, tolong dong ada vitur offline lagi, soalnya seru banget kalau offline, plis lah🙄",4
"Sistem yang sekarang permainan sudah tidak seimbang, harusnya semakin lama game ini jadi lebih baik tapi nyatanya semakin buruk",1
Jelek,1
Aku raja carry,5
Mantappp,5
"Good game, jaringan diperbaiki ya moonton",5
Sing²,5
Tolonglah moonton tolong yu zhong nerf secepatnya karena yu zhong terlalu kuat,2
Sangat oke,5
Game bagus👍,5
"Untuk megic chess di mitik knp harus ngeban udahlah susah cari Hero kehilangan poin ngk kira""",2
Keren bet,4
Keren,3
Permainan ini sangat menghibur,5
bikin prustasi,1
Seru banget gamenya tapi ada kesalahan tiap kali jalan sendiri mohon diperbaiki ok,5
God Mantap,5
Ok,5
Good,5
Moonton mohon tolong di kecil kan ukuran kapasitas gemes nya agar h yang ram 3 GB dan external 32 bisa main agar hp android kapasitas 3gb bisa nikmati permainan,5
Dark system tai,1
Mantap dan seru,5
Top,5
Saya sangat menyukai ml,3
Oke,5
Good,5
Kelen yg bilang gm ny bikin jaringan ilang berarti hp kalian kentang buktiny deket hp ku gk pernah ngelek,5
Nice,5
Bgi yg lg stres jan dimainin tkt nambah stres btw game nya bagus cuma minusnya bikin yang awalnya darah rendah jd darting,3
"Sayang sekali jika dark system terus merajalela maka kemungkinan mobile legend akan kurang peminatnya lagi ,percuma grafis bagus klw matcmakingnya ketemu tim yg ga serius mainnya.",1
cuma mau pesan kecilkan data dlam nya,5
Mantap,5
"game burikk, selalu ketemu akuu😘",1
Disuruh rate,3
Gak bisa di download,2
"Banyak bocah, banyak feeder lah... Sekarang banyak akun ngga jelas.",3
Pokok nya yes,5
Game ngk ngotak ngumpulin kredit score susah gampang afk ngelag dikit udh afk memang game GK ngotak,5
Good,5
game dajjal. dikasih losetreak trus playernya nya bot semua developer nya ribut aja sama gua yatim,1
😎😎😎😎😎😎💪💪💪💪💪,5
Makin keren,5
done gak bang? done,5
"Game tolol mending hilangin fitur chat di in game, banyak bocil yg bacot maen tolol, gajelas banget montoon ngasih team",1
Oke,5
GAME NGELAG BANYAK YANG EGOIS DIKASIH LAWAN YANG SUSAH SAMA TIM YANG JELEK GAK BISA MAINN BENERIN DULU GAME LUUUUU,1
CHINA IS DOG MOBILE LEGEND IS DOG,1
"Ini game apa tiap hari kena dark sistem capekkkk gw, hp gw aj Ampe retak, tim gw tolol Mulu",1
Asik,4
Gas login,5
Wowww,5
Good,5
Moonton.Tolong hadirkan kembali Skin KOF Chou,5
Saya pas mobile legends kok saya ngelek padahal jaringan bagus tolong benarin masalah jaringannya kik lag terus,3
Good,5
Gamenya tiba tiba rusak mending FREE FIRE peringkat pertama,1
Perbaiki matchmaking moonton bab11,1
Nice Ni,5
Dapat Tim Tidak Setara Sama Tim musuh. Tim musuh pertandingan ribuan dapat tim prtandingan ratusan mulu,1
Ngasih tim yg bener bgst,1
kalo Bikin game pakai aturan yang berlaku dong .. masa sih Lawan nya sama terus .. Dari mytich x66 ke x52 .. Ga Ngotak !! JANGAN MAEN GAME INI !! RUSAK RUSAK RUSAK,1
lumayan bagus gamenya,3
Dapat kawan bot terus hmmm,5
Kapan di kasih menang nya papa monton😪,5
Good game,5
Jos,5
"Lawan nya kuat"" Jadi kalah terus tapi bikin ketagihan",5
Sngat bagus 5 bintang untuk anda,5
Suka main dri 2017,5
Game plagiat burik sesat haram tolol titisan dajjal,1
Bagus,5
Ya begitulah,3
Lu kurang kerjaan apa gimana monton loading skren ajh di batesin bikin MLS ajh mmk,5
Baik,5
Good game,5
ok,5
ML SANGAT BAGUS BANGAT,5
Dahlah cukup sampe d sini gw hp ram 3 GB patah patah suka ngefream saat warr maaf y moonton,2
Ngelag,3
tak lekang oleh waktu,5
Oke,4
Keren,5
Ngasih tim yang bener kek moontonnnnnnnnnnn,1
Mantap,5
Goodgame,5
bagus,5
ml yang terbaik,5
Ok,5
Ya bgtu,1
bagus,5
Jelek bngt banyak bug 1.heronya kaga jalan 2.jaringan jelek 3.kaga bisa rikol,1
Mantap,5
Gua mau nanya? Monton Punya dendam apa ke gua??,1
"Moonton plis saya hanya ingin tim saya benar saya kalah terus menerus bisa membuat saya gila hanya karena kalah, saya hanya ingin dark sistem itu tidak ada, berikan saja peringatan untuk orang yg sering bermain diluar jam sehat. Satu kali lagi saya kalah atau terkena dark sistem saya akan uninstall game ini. 😤😤😤",1
Ahh,5
Kadang moonton kayak anjink kasih kawan main solo,4
Bagus,5
Seru banget main mobile legendary terus bermain games 🎮 Dan jangan lupa istirahat,5
GM enk,5
Monton yatim-piatu,2
Ajibbb seru ga ngebosenin,5
bahagia,5
"Tolong boss gimana sih, saat main rank matchmaking kadang ga setara dengan rank kita, kadang juga kita main solo dapet musuh mabar gimana cobaaa,, hadeh lama"" males gua main 🤬 ml ga jelas dan saat rank juga sinyal nya itu looo suat game apa Kaden nyesel download, pas main di rank isi jaringan lag lagi dasar gem gjls",1
Gemis banget,5
Di perbaiki lg untuk debugnya di versi ini,5
Mantap,5
Mantap,5
Menyenangkan,5
Game burik ketemu tim dark sistem mulu,1
Game nya seru,5
Tolong hadirkan m9de offline lgi,5
BAGUS,5
Gamenya bagus dan seru pokok nya harus lebih rame lagi game ini agar dapet skin gratis ok,5
Game dajal rusak! Pensi gw sama ni game rusakkkk.. Kocak game tolollllllllll,1
ARA ARA GOMEN,5
", """" """" """" """""" . . As,,,, ,,",2
Game nya seru ngab,5
"dark system bnerin lah g jls bgt,matchmaking g seimbang,g ush kebanyakan update bnerin dlu mslh in game",1
Kenapa ya setiap saya main bertemu dengan Tim yang sangat saya tidak mau,3
Bagus,5
Tdk suka,1
Keren,5
Oke,5
Makin update makin bagus lo,5
Kerenn,5
Kalo aku main kasih lah tim yang bagus dikit,1
GAME SUKSES. MAH KALO DIKRITIK BIARIN AJA.. PALING YG KRITIK JUGA MASIH MAEN NI GAME.. NAMANYA JUGA GAME BAGUS good,5
Memuaskan,5
boleh lah,5
Keren,5
Montoon bangsat,1
Bagus,5
Game kocak ngetik apaan ajah ke mute tolol,1
Mantap,5
aku raja carry.,5
Seru bgt,5
Game jelek gw ga suka🗿,5
stuck di epic terus kebanyakan dark sistem,1
Jangan main game ini! Game ini sangat tidak adil musuh serasa mpl temen serasa Bocil semua!,1
Monton anjink mau menang malah di ngeleg in padahal sinyal bagus kontollll monton taiii,2
"permainannya seru, tapi sayang lag terus walau sudah update selalu, hp ga panas dan sinyal bagus ..",5
kereennnn,5
Sangat menrik dan asikk banget permaenan nya🤗,5
Enjoy this game,5
game nya pilih kasih bangett kalau main ini lamah nambah dosa mending jangan download game ini,1
"terus perbaiki bug yg mengganggu, ok",5
bagus,4
mantap,5
Game yang bagus untuk semuanya,5
Mantap,5
Ok,5
🤘🏾 🤘🏽,5
"Untuk magic chees demage heronya masih ga masuk akal (Ling, kagura,dll), juga untuk skill comander angel juga ga masuk akal, terlalu banyak Hero yg kena stunt, durasi stuntnya juga terlalu lama,",3
Mobile legends makin kesini makin aneh dikira pakai cheat dan dibanned secara tidak jelas kesalahan nya apa padahal bermain secara jujur dan tidak memakai cheat!!!!,5
Bagus banget,5
Mohan maaf ini update nya susah bangettttt,1
"Udah bagus sih, tapi untuk sinyal ny suka lag dan penyimpanan hp ku penuh udah GK bisa lagi main ny",4
Game sangat gmpang,5
Ml g oblok kok gk bsa loading,1
bagus setelah sekian lama..akhirnya ada perbaikan. semoga kedepannya tambah oke.,5
Nice,5
"Gem kek anjink,,, dari awal season gak pernah naik renk,",2
"Saya suka bermain ml, gif skin alok",5
Belum pernah main,5
ok,5
Sekarang nambah naik download data di luar Ama di dalam ya habisin penyimpanan hp aja,1
Gem nya bagus,5
Ok,5
Maen gak salah apa apa score credit hilang 8 cuk,5
mantap,4
Game ga bagus,5
Bagus,5
Seru game ini,5
Permainan takseimbang terus terjadi,1
Terlalu tinggi hp kentang apalah daya,5
gamenya mendingan di hapus tim gk tepat,1
Makin kesini makin bnyak updetan,5
Lumayan mantap,5
moonton yatim piatu,1
Hp ku dah gak support 😭,3
Ok,5
Mantap,5
"Susah dimainkan, sering bulak balik bintang disitu situ aja",1
Waw keren banget,5
Jos,5
"Istimewa, asikk, dan bar bar",5
"Game yang lumayan bagus hanya saja perlu meningkatkan beberapa hal yang harus diperbaiki lebih-lebih pada teman satu tim yang sepadan agar terjadi keseimbangan antara tim sendiri dan tim musuh. Seringkali bertemu dengan player yang kurang paham dan dipertemukan dengan tim musuh yang sudah paham, sehingga ini saya rasa kurang adil dan tidak seimbang",4
Bagus banget sayang agak ngeles tapi gak ngaruh kok,5
Mantap bermanfaat,5
Seru,5
Ya sj,5
"Seru cuyy,bisa ada kisah pertemanan, permusuhan,dan percintaan,tapi gua lebih males ketemu orang bucin, wkwkwk.",5
Monton anak anjingg.gak usah gaiss main game ini....sangat tholol game nya...,1
Mantap,5
Ok,4
Tolong kurangin orang orang tololnya,5
Ya.... Seru aj sich,5
Jangan downlod,1
mantap,5
Tolong di parbaikin lagi min,1
Mintak tolong moonton pulang kan bintang saya .. Capek main nya masak iya dari 24 bintang satu bintang lagi honor Langsung di turun kan sampai ke legend lagi apakah ini adil ?,4
moonton tolong kembalikan mode offline karena saat gua gabut sering main mode offline. tolong diperbaiki dan gua kasih bintang 4,4
bagua,5
Jgn kasih dark sistem mulu,3
Sekarang udah gabisa main offline. Padahal main offline bisa balikin mood setelah loose streak 175x 😭,2
"Saya pdahal gak afk tapi dibilang afk di akhir game, , game gak bermutu",1
Good game,4
Lu kalo ngasih tim yang niat dikit lah anjinkkkk cape gw ngtd,1
Katanya bakal kasih tim yang seimbang tapi kok gak seimbang seperti tim musuh jago tapi tim gue bot capek lose streak gue coba perbaiki lah montoon atau banyak yang pensi main ml montoon seperti lemon gue yang masih epic ketemu musuh yang legend sering banget malahan ketemu legend 1/2 tolong banget di perbaiki,1
Sangatta bagus 👍,2
Terbaik,5
"Gamenya sering ngebut gitu, nah habis itu setiap aku main kok heronya kayak jadi bulatan biru gitu, abis itu tentang Jaringan padahal data masih ada 117 giga kan, Btw aku cowok.",3
"game rusak, player maupun pro player toxic termasuk streamer promosi judi",1
"Keren, tapi masih ada masalah saat dalam pertandingan sering reload sendiri tolong lah moonton diperbaiki",4
Game paling seru tanpa ada bosan bosannya,5
Jangan harap di game ini lu bisaa ngilangin stresssssssss,1
Makin meningkat pembaruannya,5
mantap,5
kenapa di in game gambarnya cuma bayangan putih ya? sedangakan ngga ada pemberitahuan update.. data menumpuk pun sudah dbersihkan. reset udah.,4
Saran sih biar bnyk pengguna..apk bisa di main kan di hp kentang juga,4
Mantapp,5
Oke,5
Main yang gak perna membosan kan,5
Gemnya seru tapi jangan sering update terus,5
Terimakasih atas kerjasamanya,5
Menyenangkan,5
